frame,tracked,inliers,ratio,parallax,status
1735,1083,796,0.734995,0.042160,OK
1736,1599,1222,0.764228,0.067215,OK
1737,1361,1063,0.781043,0.044622,OK
1738,1242,885,0.712560,0.049931,OK
1739,1114,668,0.599641,0.049835,OK
1740,1057,693,0.655629,0.044988,OK
1741,1558,929,0.596277,0.055438,OK
1742,1384,976,0.705202,0.081204,OK
1743,1219,895,0.734208,0.084303,OK
1744,1075,775,0.720930,0.068915,OK
1745,994,679,0.683099,0.062157,OK
1746,1540,1033,0.670779,0.083442,OK
1747,1084,666,0.614391,0.091994,OK
1748,910,597,0.656044,0.060006,OK
1749,798,556,0.696742,0.048569,OK
1750,708,509,0.718927,0.044349,OK
1751,1436,1077,0.750000,0.052455,OK
1752,1203,786,0.653367,0.059533,OK
1753,1037,680,0.655738,0.053450,OK
1754,964,645,0.669087,0.026655,OK
1755,912,585,0.641447,0.013965,OK
1756,1596,1045,0.654762,0.044700,OK
1757,1422,1123,0.789733,0.052183,OK
1758,1340,1085,0.809701,0.075280,OK
1759,1271,926,0.728560,0.075304,OK
1760,1198,970,0.809683,0.048589,OK
1761,1591,1194,0.750471,0.059939,OK
1762,1452,1061,0.730716,0.057958,OK
1763,1335,964,0.722097,0.051637,OK
1764,1197,834,0.696742,0.043051,OK
1765,1075,701,0.652093,0.060281,OK
1766,1584,1207,0.761995,0.067206,OK
1767,1407,1095,0.778252,0.060531,OK
1768,1294,1030,0.795981,0.058315,OK
1769,1193,878,0.735960,0.058885,OK
1770,1088,884,0.812500,0.035781,OK
1771,1592,1207,0.758166,0.040366,OK
1772,1444,1144,0.792244,0.054978,OK
1773,1350,1054,0.780741,0.059042,OK
1774,1265,948,0.749407,0.049247,OK
1775,1194,932,0.780570,0.050482,OK
1776,1562,1143,0.731754,0.049582,OK
1777,1449,1086,0.749482,0.040366,OK
1778,1393,1164,0.835607,0.040090,OK
1779,1313,1033,0.786748,0.052677,OK
1780,1242,987,0.794686,0.048266,OK
1781,1522,974,0.639947,0.045108,OK
1782,1353,995,0.735403,0.058334,OK
1783,1259,944,0.749801,0.060720,OK
1784,1190,907,0.762185,0.052791,OK
1785,1103,852,0.772439,0.052008,OK
1786,1601,1163,0.726421,0.071424,OK
1787,1483,1185,0.799056,0.057706,OK
1788,1376,1106,0.803779,0.056646,OK
1789,1291,1029,0.797057,0.042196,OK
1790,1181,863,0.730737,0.033487,OK
1791,1484,1027,0.692049,0.038898,OK
1792,1363,1073,0.787234,0.030200,OK
1793,1306,999,0.764931,0.038855,OK
1794,1236,940,0.760518,0.030301,OK
1795,1211,964,0.796036,0.019660,OK
1796,1613,1253,0.776813,0.038176,OK
1797,1441,1095,0.759889,0.023163,OK
1798,1346,1048,0.778603,0.016789,OK
1799,1254,946,0.754386,0.022782,OK
1800,1176,943,0.801871,0.022927,OK
1801,1549,1130,0.729503,0.031837,OK
1802,1413,1070,0.757254,0.041815,OK
1803,1340,1080,0.805970,0.055543,OK
1804,1249,968,0.775020,0.057980,OK
1805,1160,842,0.725862,0.060844,OK
1806,1581,1224,0.774194,0.078557,OK
1807,1432,1193,0.833101,0.084773,OK
1808,1298,1003,0.772727,0.078254,OK
1809,1196,922,0.770903,0.068441,OK
1810,1098,845,0.769581,0.030443,OK
1811,1603,1170,0.729881,0.050302,OK
1812,1343,948,0.705882,0.062969,OK
1813,1254,904,0.720893,0.072177,OK
1814,1183,889,0.751479,0.036943,OK
1815,1132,874,0.772085,0.026877,OK
1816,1568,1137,0.725128,0.036486,OK
1817,1438,1019,0.708623,0.030118,OK
1818,1330,996,0.748872,0.024477,OK
1819,1254,939,0.748804,0.018308,OK
1820,1195,882,0.738075,0.020288,OK
1821,1619,1117,0.689932,0.030512,OK
1822,1456,1063,0.730082,0.047839,OK
1823,1369,994,0.726077,0.051517,OK
1824,1290,934,0.724031,0.054621,OK
1825,1208,873,0.722682,0.079436,OK
1826,1552,1118,0.720361,0.076911,OK
1827,1401,1137,0.811563,0.084888,OK
1828,1283,998,0.777864,0.085570,OK
1829,1171,781,0.666951,0.082643,OK
1830,1100,879,0.799091,0.069214,OK
1831,1534,1216,0.792699,0.062342,OK
1832,1392,995,0.714799,0.061129,OK
1833,1282,965,0.752730,0.040768,OK
1834,1201,857,0.713572,0.027962,OK
1835,1092,777,0.711538,0.027946,OK
1836,1516,1067,0.703826,0.034986,OK
1837,1384,1097,0.792630,0.025043,OK
1838,1323,1013,0.765684,0.033265,OK
1839,1258,865,0.687599,0.049707,OK
1840,1185,818,0.690295,0.072428,OK
1841,1565,1100,0.702875,0.083696,OK
1842,1437,1017,0.707724,0.089089,OK
1843,1317,1005,0.763098,0.060801,OK
1844,1248,1009,0.808494,0.068547,OK
1845,1180,889,0.753390,0.091577,OK
1846,1612,1224,0.759305,0.108073,OK
1847,1479,1112,0.751859,0.100039,OK
1848,1339,994,0.742345,0.097662,OK
1849,1196,838,0.700669,0.048745,OK
1850,1066,791,0.742026,0.042171,OK
1851,1578,1202,0.761724,0.070916,OK
1852,1416,1020,0.720339,0.079353,OK
1853,1289,853,0.661753,0.060998,OK
1854,1203,890,0.739817,0.052996,OK
1855,1150,841,0.731304,0.036606,OK
1856,1579,1114,0.705510,0.034952,OK
1857,1445,1080,0.747405,0.032706,OK
1858,1347,990,0.734967,0.035613,OK
1859,1267,904,0.713496,0.038220,OK
1860,1196,859,0.718227,0.028706,OK
1861,1569,1159,0.738687,0.049073,OK
1862,1426,1096,0.768583,0.084273,OK
1863,1316,946,0.718845,0.075759,OK
1864,1219,843,0.691550,0.082500,OK
1865,1105,779,0.704977,0.076345,OK
1866,1587,1228,0.773787,0.077741,OK
1867,1415,1143,0.807774,0.066068,OK
1868,1295,955,0.737452,0.048941,OK
1869,1186,798,0.672850,0.033611,OK
1870,1095,771,0.704110,0.034731,OK
1871,1627,1191,0.732022,0.057322,OK
1872,1493,1206,0.807770,0.062014,OK
1873,1423,1007,0.707660,0.052335,OK
1874,1341,903,0.673378,0.040823,OK
1875,1269,941,0.741529,0.053457,OK
1876,1610,1056,0.655901,0.058743,OK
1877,1487,1113,0.748487,0.040535,OK
1878,1371,909,0.663020,0.060529,OK
1879,1293,815,0.630317,0.078583,OK
1880,1191,800,0.671704,0.048658,OK
1881,1588,1187,0.747481,0.096307,OK
1882,1428,1002,0.701681,0.085398,OK
1883,1265,749,0.592095,0.075193,OK
1884,1135,782,0.688987,0.056434,OK
1885,1049,738,0.703527,0.056740,OK
1886,1623,1240,0.764017,0.069440,OK
1887,1484,1203,0.810647,0.068032,OK
1888,1361,1011,0.742836,0.068258,OK
1889,1270,902,0.710236,0.061046,OK
1890,1159,905,0.780846,0.073629,OK
1891,1542,1039,0.673800,0.083301,OK
1892,1369,933,0.681519,0.091390,OK
1893,1271,843,0.663257,0.087439,OK
1894,1089,671,0.616162,0.068973,OK
1895,1025,740,0.721951,0.053655,OK
1896,1595,1164,0.729781,0.073004,OK
1897,1426,943,0.661290,0.052592,OK
1898,1294,825,0.637558,0.041034,OK
1899,1165,756,0.648927,0.034682,OK
1900,1068,738,0.691011,0.037541,OK
1901,1589,1208,0.760227,0.060313,OK
1902,1448,1107,0.764503,0.076791,OK
1903,1060,646,0.609434,0.083571,OK
1904,983,657,0.668362,0.065791,OK
1905,940,651,0.692553,0.069725,OK
1906,1617,1350,0.834879,0.071618,OK
1907,1458,1090,0.747599,0.071833,OK
1908,1268,835,0.658517,0.063196,OK
1909,1096,760,0.693431,0.045554,OK
1910,979,743,0.758938,0.048768,OK
1911,1495,950,0.635452,0.043932,OK
1912,1354,914,0.675037,0.041628,OK
1913,1291,917,0.710302,0.033518,OK
1914,1240,900,0.725806,0.029715,OK
1915,1188,899,0.756734,0.025014,OK
1916,1598,1213,0.759074,0.027215,OK
1917,1494,1033,0.691432,0.039986,OK
1918,1398,919,0.657368,0.044667,OK
1919,1267,758,0.598264,0.033624,OK
1920,1180,857,0.726271,0.029814,OK
1921,1568,1207,0.769770,0.100790,OK
1922,1416,976,0.689266,0.114591,OK
1923,1266,802,0.633491,0.118582,OK
1924,1109,685,0.617674,0.091904,OK
1925,988,668,0.676113,0.065566,OK
1926,1520,1175,0.773026,0.062793,OK
1927,1295,882,0.681081,0.046813,OK
1928,1178,851,0.722411,0.033391,OK
1929,1083,745,0.687904,0.040081,OK
1930,1009,804,0.796829,0.036741,OK
1931,1582,1129,0.713654,0.078085,OK
1932,1405,1016,0.723132,0.065487,OK
1933,1324,1043,0.787764,0.053936,OK
1934,1254,931,0.742424,0.047770,OK
1935,1165,885,0.759657,0.047664,OK
1936,1675,1215,0.725373,0.052399,OK
1937,1548,1018,0.657623,0.042742,OK
1938,1397,914,0.654259,0.042644,OK
1939,1261,784,0.621729,0.047273,OK
1940,1162,740,0.636833,0.052150,OK
1941,1619,1228,0.758493,0.057059,OK
1942,1444,1016,0.703601,0.054511,OK
1943,1241,783,0.630943,0.040566,OK
1944,1119,788,0.704200,0.047644,OK
1945,1064,817,0.767857,0.049156,OK
1946,1639,1395,0.851129,0.066503,OK
1947,1515,1094,0.722112,0.058291,OK
1948,1376,981,0.712936,0.045467,OK
1949,1229,895,0.728234,0.048848,OK
1950,1133,898,0.792586,0.051569,OK
1951,1571,1043,0.663908,0.080241,OK
1952,1413,925,0.654636,0.057798,OK
1953,1321,872,0.660106,0.064814,OK
1954,1228,911,0.741857,0.073302,OK
1955,1148,850,0.740418,0.062523,OK
1956,1561,1069,0.684817,0.061074,OK
1957,1389,939,0.676026,0.075706,OK
1958,1240,818,0.659677,0.050112,OK
1959,1099,760,0.691538,0.030297,OK
1960,1031,742,0.719690,0.027455,OK
1961,1644,1238,0.753041,0.048923,OK
1962,1535,1154,0.751792,0.050848,OK
1963,1450,1095,0.755172,0.048723,OK
1964,1360,996,0.732353,0.063946,OK
1965,1292,1013,0.784056,0.066204,OK
1966,1615,1275,0.789474,0.063998,OK
1967,1517,1091,0.719183,0.074855,OK
1968,1368,1008,0.736842,0.070814,OK
1969,1229,827,0.672905,0.071097,OK
1970,1112,829,0.745504,0.070023,OK
1971,1502,911,0.606525,0.078508,OK
1972,1310,865,0.660305,0.075253,OK
1973,1167,730,0.625536,0.034155,OK
1974,1016,662,0.651575,0.050380,OK
1975,924,722,0.781385,0.030790,OK
1976,1557,1141,0.732820,0.029928,OK
1977,1432,1003,0.700419,0.035117,OK
1978,1335,944,0.707116,0.037331,OK
1979,1249,935,0.748599,0.032848,OK
1980,1191,907,0.761545,0.025457,OK
1981,1627,1291,0.793485,0.029987,OK
1982,1514,1158,0.764861,0.039826,OK
1983,1443,1101,0.762994,0.041201,OK
1984,1326,1002,0.755656,0.036866,OK
1985,1261,1047,0.830293,0.043869,OK
1986,1609,1191,0.740211,0.053919,OK
1987,1486,1093,0.735532,0.036774,OK
1988,1404,1057,0.752849,0.030857,OK
1989,1343,1052,0.783321,0.023967,OK
1990,1255,989,0.788048,0.020176,OK
1991,1595,1231,0.771787,0.030611,OK
1992,1497,1196,0.798931,0.023167,OK
1993,1423,1057,0.742797,0.034464,OK
1994,1337,977,0.730740,0.032087,OK
1995,1269,993,0.782506,0.028005,OK
1996,1648,1313,0.796723,0.034136,OK
1997,1527,1117,0.731500,0.034578,OK
1998,1429,1066,0.745976,0.034922,OK
1999,1334,1032,0.773613,0.036931,OK
2000,1253,928,0.740623,0.040707,OK
2001,1611,1179,0.731844,0.062170,OK
2002,1469,1096,0.746086,0.063865,OK
2003,1401,1090,0.778016,0.060061,OK
2004,1324,987,0.745468,0.074515,OK
2005,1258,998,0.793323,0.082613,OK
2006,1603,1153,0.719276,0.085970,OK
2007,1390,953,0.685612,0.082905,OK
2008,1235,857,0.693927,0.055237,OK
2009,1123,858,0.764025,0.022350,OK
2010,1056,863,0.817235,0.035216,OK
2011,1619,1192,0.736257,0.065670,OK
2012,1485,1104,0.743434,0.051643,OK
2013,1328,976,0.734940,0.045626,OK
2014,1262,972,0.770206,0.039617,OK
2015,1190,994,0.835294,0.039403,OK
2016,1664,1439,0.864784,0.056598,OK
2017,1548,1218,0.786822,0.047624,OK
2018,1459,1063,0.728581,0.060295,OK
2019,1313,922,0.702209,0.071466,OK
2020,1227,983,0.801141,0.055917,OK
2021,1591,1321,0.830295,0.056003,OK
2022,1475,1224,0.829831,0.079098,OK
2023,1380,1090,0.789855,0.066740,OK
2024,1301,1007,0.774020,0.069210,OK
2025,1247,1025,0.821973,0.078981,OK
2026,1626,1323,0.813653,0.076596,OK
2027,1459,1047,0.717615,0.060728,OK
2028,1352,1014,0.750000,0.045331,OK
2029,1281,1000,0.780640,0.031101,OK
2030,1221,943,0.772318,0.049762,OK
2031,1564,1207,0.771739,0.071105,OK
2032,1418,1063,0.749647,0.057135,OK
2033,1304,1021,0.782975,0.037083,OK
2034,1252,898,0.717252,0.037911,OK
2035,1199,956,0.797331,0.046556,OK
2036,1614,1296,0.802974,0.043160,OK
2037,1459,1153,0.790267,0.033610,OK
2038,1351,1032,0.763879,0.039978,OK
2039,1266,988,0.780411,0.031986,OK
2040,1194,904,0.757119,0.018872,OK
2041,1581,1118,0.707147,0.042938,OK
2042,1450,1178,0.812414,0.066226,OK
2043,1370,1095,0.799270,0.060106,OK
2044,1294,1029,0.795209,0.061308,OK
2045,1238,1004,0.810985,0.058761,OK
2046,1629,1280,0.785758,0.054152,OK
2047,1498,1145,0.764352,0.045504,OK
2048,1376,1042,0.757267,0.035260,OK
2049,1280,963,0.752344,0.046089,OK
2050,1202,920,0.765391,0.052290,OK
2051,1628,1217,0.747543,0.067811,OK
2052,1493,1104,0.739451,0.052317,OK
2053,1421,1062,0.747361,0.047920,OK
2054,1335,1061,0.794757,0.057660,OK
2055,1274,1008,0.791209,0.047299,OK
2056,1637,1221,0.745877,0.046276,OK
2057,1508,1010,0.669761,0.049925,OK
2058,1401,1135,0.810136,0.053346,OK
2059,1334,954,0.715142,0.045042,OK
2060,1248,962,0.770833,0.023351,OK
2061,1557,1156,0.742453,0.063244,OK
2062,1377,1044,0.758170,0.069894,OK
2063,1265,838,0.662451,0.066738,OK
2064,1190,887,0.745378,0.080075,OK
2065,1126,865,0.768206,0.084074,OK
2066,1578,1230,0.779468,0.092812,OK
2067,1374,943,0.686317,0.077793,OK
2068,1264,900,0.712025,0.073626,OK
2069,1197,903,0.754386,0.056351,OK
2070,1132,868,0.766784,0.033522,OK
2071,1536,1100,0.716146,0.062980,OK
2072,1388,936,0.674352,0.042126,OK
2073,1290,939,0.727907,0.041537,OK
2074,1183,779,0.658495,0.036206,OK
2075,1133,868,0.766108,0.030405,OK
2076,1560,1221,0.782692,0.047654,OK
2077,1460,1145,0.784247,0.049159,OK
2078,1340,1032,0.770149,0.046421,OK
2079,1249,978,0.783026,0.042841,OK
2080,1190,916,0.769748,0.045900,OK
2081,1595,1186,0.743574,0.058069,OK
2082,1264,852,0.674051,0.058747,OK
2083,1192,934,0.783557,0.044586,OK
2084,1124,887,0.789146,0.042124,OK
2085,1077,784,0.727948,0.052227,OK
2086,1602,1148,0.716604,0.060493,OK
2087,1458,1077,0.738683,0.055339,OK
2088,1349,990,0.733877,0.043559,OK
2089,1277,954,0.747063,0.072792,OK
2090,1199,894,0.745621,0.079038,OK
2091,1308,848,0.648318,0.074040,OK
2092,1250,1073,0.858400,0.044043,OK
2093,1218,977,0.802135,0.039105,OK
2094,1185,904,0.762869,0.031374,OK
2095,1146,900,0.785340,0.025494,OK
2096,1617,1308,0.808905,0.047551,OK
2097,1479,1098,0.742394,0.040924,OK
2098,1368,1072,0.783626,0.040321,OK
2099,1253,876,0.699122,0.029745,OK
2100,1167,929,0.796058,0.033818,OK
2101,1572,1329,0.845420,0.060543,OK
2102,1422,1066,0.749648,0.059528,OK
2103,1333,1060,0.795199,0.048292,OK
2104,1239,940,0.758676,0.049727,OK
2105,1160,884,0.762069,0.053217,OK
2106,1597,1211,0.758297,0.054630,OK
2107,1448,1091,0.753453,0.051997,OK
2108,1353,1042,0.770140,0.054480,OK
2109,1269,1002,0.789598,0.056578,OK
2110,1162,929,0.799484,0.048857,OK
2111,1533,1225,0.799087,0.057668,OK
2112,1392,1048,0.752874,0.055268,OK
2113,1277,1011,0.791699,0.039398,OK
2114,1199,954,0.795663,0.030092,OK
2115,1081,814,0.753006,0.023598,OK
2116,1590,1294,0.813836,0.040971,OK
2117,1357,1037,0.764186,0.032488,OK
2118,1254,992,0.791069,0.036523,OK
2119,1199,942,0.785655,0.022992,OK
2120,1128,880,0.780142,0.026704,OK
2121,1569,1161,0.739962,0.055553,OK
2122,1361,1109,0.814842,0.065863,OK
2123,1281,1081,0.843872,0.046846,OK
2124,1221,963,0.788698,0.049029,OK
2125,1166,897,0.769297,0.066424,OK
2126,1600,1196,0.747500,0.066334,OK
2127,1475,1091,0.739661,0.051018,OK
2128,1366,983,0.719619,0.049637,OK
2129,1269,968,0.762805,0.047466,OK
2130,1167,873,0.748072,0.025426,OK
2131,1639,1218,0.743136,0.035951,OK
2132,1397,1000,0.715820,0.047284,OK
2133,1268,909,0.716877,0.032215,OK
2134,1195,886,0.741423,0.028092,OK
2135,1152,888,0.770833,0.024050,OK
2136,1549,1168,0.754035,0.039040,OK
2137,1409,1112,0.789212,0.038286,OK
2138,1319,950,0.720243,0.032870,OK
2139,1238,909,0.734249,0.041594,OK
2140,1187,937,0.789385,0.039086,OK
2141,1584,1222,0.771465,0.040798,OK
2142,1427,1112,0.779257,0.055345,OK
2143,1329,979,0.736644,0.049032,OK
2144,1245,924,0.742169,0.049101,OK
2145,1170,859,0.734188,0.063106,OK
2146,1583,1100,0.694883,0.062611,OK
2147,1414,1032,0.729844,0.055665,OK
2148,1322,1035,0.782905,0.054174,OK
2149,1244,963,0.774116,0.036309,OK
2150,1180,828,0.701695,0.034421,OK
2151,1597,1125,0.704446,0.033555,OK
2152,1468,1153,0.785422,0.042499,OK
2153,1361,1030,0.756796,0.043975,OK
2154,1241,886,0.713940,0.037784,OK
2155,1167,824,0.706084,0.039255,OK
2156,1556,1032,0.663239,0.031702,OK
2157,1404,1110,0.790598,0.022539,OK
2158,1316,1067,0.810790,0.035218,OK
2159,1244,954,0.766881,0.046103,OK
2160,1195,928,0.776569,0.033039,OK
2161,1576,1276,0.809645,0.044525,OK
2162,1397,1132,0.810308,0.054364,OK
2163,1306,1025,0.784839,0.068672,OK
2164,1188,850,0.715488,0.052442,OK
2165,1151,951,0.826238,0.055925,OK
2166,1592,1150,0.722362,0.071745,OK
2167,1435,1091,0.760279,0.076416,OK
2168,1310,954,0.728244,0.071170,OK
2169,1237,948,0.766370,0.054437,OK
2170,1188,885,0.744949,0.037303,OK
2171,1620,1298,0.801235,0.046336,OK
2172,1327,895,0.674454,0.058771,OK
2173,1279,1022,0.799062,0.025700,OK
2174,1179,856,0.726039,0.037381,OK
2175,1122,847,0.754902,0.053327,OK
2176,1624,1224,0.753695,0.038959,OK
2177,1499,1174,0.783189,0.026286,OK
2178,1410,1079,0.765248,0.039291,OK
2179,1305,954,0.731034,0.036192,OK
2180,1236,958,0.775081,0.042620,OK
2181,1397,934,0.668576,0.038726,OK
2182,1294,1041,0.804482,0.033448,OK
2183,1242,973,0.783414,0.048781,OK
2184,1187,937,0.789385,0.042563,OK
2185,1132,872,0.770318,0.039967,OK
2186,1622,1350,0.832306,0.044279,OK
2187,1498,1277,0.852470,0.045040,OK
2188,1391,1183,0.850467,0.043259,OK
2189,1256,891,0.709395,0.034749,OK
2190,1222,1032,0.844517,0.033826,OK
2191,1627,1380,0.848187,0.047424,OK
2192,1444,1110,0.768698,0.045968,OK
2193,1381,982,0.711079,0.042026,OK
2194,1306,962,0.736600,0.036515,OK
2195,1261,936,0.742268,0.038427,OK
2196,1615,1088,0.673684,0.055979,OK
2197,1403,989,0.704918,0.068486,OK
2198,1292,983,0.760836,0.057455,OK
2199,1221,901,0.737920,0.054576,OK
2200,1147,861,0.750654,0.047504,OK
2201,1608,1010,0.628109,0.046920,OK
2202,1469,1055,0.718176,0.030039,OK
2203,1364,1013,0.742669,0.050508,OK
2204,1281,863,0.673692,0.039234,OK
2205,1208,906,0.750000,0.032070,OK
2206,1603,1067,0.665627,0.053602,OK
2207,1464,1006,0.687158,0.039807,OK
2208,1368,1072,0.783626,0.036557,OK
2209,1298,1012,0.779661,0.030829,OK
2210,1222,865,0.707856,0.027327,OK
2211,1599,1085,0.678549,0.051668,OK
2212,1414,984,0.695898,0.049835,OK
2213,1306,878,0.672282,0.050406,OK
2214,1206,816,0.676617,0.050984,OK
2215,1107,766,0.691960,0.045398,OK
2216,1572,1065,0.677481,0.059185,OK
2217,1434,1056,0.736402,0.052373,OK
2218,1338,933,0.697309,0.057025,OK
2219,1259,896,0.711676,0.060522,OK
2220,1191,827,0.694374,0.063651,OK
2221,1489,934,0.627267,0.066281,OK
2222,1370,977,0.713139,0.053553,OK
2223,1309,960,0.733384,0.036684,OK
2224,1244,940,0.755627,0.041376,OK
2225,1189,872,0.733389,0.047956,OK
2226,1624,1177,0.724754,0.057746,OK
2227,1546,1150,0.743855,0.049195,OK
2228,1489,1103,0.740766,0.048321,OK
2229,1412,1070,0.757790,0.054396,OK
2230,1255,959,0.764143,0.063449,OK
2231,1675,1228,0.733134,0.084407,OK
2232,1607,1115,0.693839,0.090793,OK
2233,1534,1126,0.734029,0.076161,OK
2234,1483,1169,0.788267,0.078786,OK
2235,1437,1138,0.791928,0.089338,OK
2236,1696,1286,0.758255,0.101143,OK
2237,1624,1268,0.780788,0.093502,OK
2238,1451,1211,0.834597,0.084600,OK
2239,1423,1218,0.855938,0.079849,OK
2240,1390,1192,0.857554,0.067822,OK
2241,1715,1316,0.767347,0.068340,OK
2242,1672,1398,0.836124,0.049524,OK
2243,1647,1380,0.837887,0.028323,OK
2244,1621,1442,0.889574,0.024924,OK
2245,1592,1388,0.871859,0.025666,OK
2246,1687,1377,0.816242,0.023554,OK
2247,1669,1393,0.834632,0.014887,OK
2248,1642,1377,0.838611,0.022645,OK
2249,1617,1332,0.823748,0.024702,OK
2250,1591,1357,0.852923,0.016836,OK
2251,1738,1436,0.826237,0.011036,OK
2252,1692,1457,0.861111,0.034866,OK
2253,1655,1401,0.846526,0.038170,OK
2254,1618,1346,0.831891,0.041072,OK
2255,1586,1295,0.816520,0.041364,OK
2256,1743,1398,0.802065,0.028477,OK
2257,1712,1368,0.799065,0.028708,OK
2258,1689,1377,0.815275,0.024312,OK
2259,1676,1429,0.852625,0.027573,OK
2260,1663,1476,0.887553,0.029677,OK
2261,1745,1403,0.804011,0.032737,OK
2262,1702,1380,0.810811,0.025751,OK
2263,1683,1360,0.808081,0.020867,OK
2264,1667,1426,0.855429,0.015455,OK
2265,1638,1377,0.840659,0.037402,OK
2266,1746,1426,0.816724,0.043466,OK
2267,1706,1350,0.791325,0.052458,OK
2268,1640,1281,0.781098,0.056154,OK
2269,1594,1329,0.833752,0.047946,OK
2270,1546,1309,0.846701,0.038249,OK
2271,1718,1396,0.812573,0.039002,OK
2272,1677,1367,0.815146,0.022697,OK
2273,1615,1389,0.860062,0.022443,OK
2274,1584,1317,0.831439,0.022397,OK
2275,1564,1360,0.869565,0.024191,OK
2276,1695,1401,0.826549,0.036289,OK
2277,1638,1365,0.833333,0.047833,OK
2278,1567,1324,0.844927,0.054412,OK
2279,1536,1344,0.875000,0.042411,OK
2280,1517,1304,0.859591,0.035047,OK
2281,1709,1475,0.863078,0.041544,OK
2282,1658,1453,0.876357,0.056260,OK
2283,1592,1354,0.850503,0.071019,OK
2284,1541,1330,0.863076,0.078267,OK
2285,1500,1311,0.874000,0.076456,OK
2286,1697,1412,0.832057,0.082575,OK
2287,1638,1389,0.847985,0.099402,OK
2288,1588,1361,0.857053,0.112055,OK
2289,1528,1328,0.869110,0.112324,OK
2290,1483,1278,0.861767,0.101157,OK
2291,1720,1477,0.858721,0.096755,OK
2292,1676,1460,0.871122,0.078197,OK
2293,1649,1386,0.840509,0.056309,OK
2294,1626,1412,0.868389,0.042994,OK
2295,1585,1343,0.847319,0.042456,OK
2296,1732,1418,0.818707,0.055342,OK
2297,1691,1412,0.835009,0.056866,OK
2298,1644,1351,0.821776,0.061311,OK
2299,1611,1361,0.844817,0.058775,OK
2300,1581,1359,0.859583,0.048856,OK
2301,1702,1433,0.841951,0.035368,OK
2302,1677,1414,0.843172,0.035986,OK
2303,1644,1377,0.837591,0.045325,OK
2304,1610,1406,0.873292,0.045892,OK
2305,1588,1379,0.868388,0.038264,OK
2306,1728,1462,0.846065,0.046329,OK
2307,1694,1460,0.861865,0.043029,OK
2308,1677,1471,0.877162,0.036364,OK
2309,1658,1461,0.881182,0.045643,OK
2310,1642,1438,0.875761,0.035347,OK
2311,1753,1542,0.879635,0.025555,OK
2312,1740,1584,0.910345,0.017524,OK
2313,1733,1584,0.914022,0.007104,OK
2314,1726,1516,0.878331,0.010144,OK
2315,1716,1575,0.917832,0.010020,OK
2316,1765,1622,0.918980,0.010149,OK
2317,1752,1602,0.914384,0.017896,OK
2318,1750,1531,0.874857,0.007501,OK
2319,1731,1511,0.872906,0.045971,OK
2320,1708,1471,0.861241,0.045049,OK
2321,1763,1544,0.875780,0.018278,OK
2322,1752,1564,0.892694,0.026076,OK
2323,1741,1537,0.882826,0.029959,OK
2324,1730,1548,0.894798,0.016267,OK
2325,1718,1560,0.908033,0.019635,OK
2326,1759,1524,0.866401,0.020819,OK
2327,1749,1594,0.911378,0.010262,OK
2328,1737,1585,0.912493,0.039089,OK
2329,1721,1545,0.897734,0.027187,OK
2330,1712,1563,0.912967,0.024523,OK
2331,1762,1595,0.905221,0.029500,OK
2332,1743,1579,0.905909,0.027579,OK
2333,1727,1587,0.918935,0.017452,OK
2334,1712,1543,0.901285,0.019550,OK
2335,1702,1581,0.928907,0.028840,OK
2336,1741,1510,0.867318,0.041849,OK
2337,1721,1482,0.861127,0.043074,OK
2338,1700,1404,0.825882,0.027017,OK
2339,1690,1493,0.883432,0.017186,OK
2340,1680,1510,0.898810,0.020050,OK
2341,1769,1574,0.889768,0.032803,OK
2342,1756,1539,0.876424,0.041181,OK
2343,1748,1582,0.905034,0.026282,OK
2344,1741,1549,0.889719,0.021830,OK
2345,1723,1563,0.907139,0.029800,OK
2346,1766,1593,0.902039,0.011482,OK
2347,1759,1598,0.908471,0.014122,OK
2348,1749,1599,0.914237,0.011726,OK
2349,1740,1580,0.908046,0.020170,OK
2350,1733,1587,0.915753,0.023739,OK
2351,1767,1584,0.896435,0.013431,OK
2352,1754,1531,0.872862,0.025336,OK
2353,1739,1544,0.887867,0.018880,OK
2354,1717,1519,0.884683,0.023597,OK
2355,1702,1535,0.901880,0.019129,OK
2356,1767,1539,0.870968,0.023911,OK
2357,1750,1511,0.863429,0.030849,OK
2358,1744,1539,0.882454,0.018726,OK
2359,1724,1519,0.881090,0.035423,OK
2360,1700,1456,0.856471,0.049746,OK
2361,1756,1571,0.894647,0.033170,OK
2362,1741,1563,0.897760,0.021546,OK
2363,1726,1599,0.926419,0.020240,OK
2364,1716,1591,0.927156,0.024095,OK
2365,1705,1567,0.919062,0.035804,OK
2366,1768,1612,0.911765,0.022942,OK
2367,1753,1579,0.900742,0.015185,OK
2368,1742,1566,0.898967,0.015193,OK
2369,1723,1534,0.890308,0.022181,OK
2370,1711,1549,0.905319,0.019645,OK
2371,1762,1576,0.894438,0.023173,OK
2372,1751,1555,0.888064,0.040365,OK
2373,1744,1578,0.904817,0.025233,OK
2374,1734,1538,0.886967,0.027345,OK
2375,1712,1496,0.873832,0.057800,OK
2376,1749,1608,0.919383,0.046622,OK
2377,1740,1606,0.922989,0.012731,OK
2378,1728,1550,0.896991,0.029243,OK
2379,1716,1486,0.865967,0.041336,OK
2380,1706,1505,0.882181,0.036728,OK
2381,1772,1607,0.906885,0.010994,OK
